nominal_verb_ratio	msttr	noun_ttr	verb_ttr	personal_pronoun_ratio	function_word_ratio	of_ratio	that_ratio	past_tense_ratio	present_tense_ratio	passive_ratio	active_ratio	adjective_adverb_ratio	avg_wordlen	avg_sentlen	num_sents	avg_ndd	std_ndd	avg_mdd	std_mdd	compression_ratio	sentiment	sentiment_mean	sentiment_std	sentiment_abs	feuilleton_id	article_id	label
5.9	0.8709677419354839	0.9761904761904762	1.0	0.0	0.09848484848484848	0.0	0.007575757575757576	0.3	0.4	0.8333333333333334	0.16666666666666666	0.17204301075268819	6.161290322580645	22.0	6	0.5495542971297043	0.48634665189636694	3.382051282051282	2.263242860272829	1.6099137931034482	[0.0, 0.0, 0.0, 0.0, -0.9999855756759644, 0.0]	-0.16666426261266074	0.3726726206217861	0.16666426261266074		thi_000034	non-fiction
2.29073482428115	0.7938095238095239	0.69593147751606	0.6964856230031949	0.07567127746135069	0.18755085435313262	0.009764035801464606	0.00854353132628153	0.5686900958466453	0.16293929712460065	0.9533898305084746	0.046610169491525424	0.1989795918367347	4.978200371057514	28.25287356321839	87	1.3170768816023235	0.574350907497747	2.603285107108952	1.0214308530558396	2.4630321135175506	[0.0, 0.0, 0.9999819993972778, 0.0, 0.0, 0.0, -0.9999892711639404, 0.9996174573898315, 0.9992769360542297, -0.9999896287918091, 0.9997791647911072, -0.9990856647491455, -0.9999881982803345, 0.999983549118042, 0.0, -0.9985231757164001, 0.999983549118042, 0.962652862071991, 0.999982476234436, -0.9999892711639404, 0.0, 0.9999819993972778, 0.9999837875366211, 0.9998941421508789, 0.0, 0.9999681711196899, 0.9997817873954773, -0.9999877214431763, 0.9999837875366211, 0.0, 0.9999798536300659, 0.9999833106994629, -0.999936580657959, 0.9999817609786987, 0.9999837875366211, 0.9999810457229614, -0.99996018409729, -0.9982714653015137, 0.9963633418083191, 0.9999837875366211, 0.9999837875366211, -0.999984860420227, -0.9999845027923584, 0.9999828338623047, -0.9999872446060181, 0.9999836683273315, 0.9999833106994629, -0.9999656677246094, 0.9999730587005615, 0.9999805688858032, -0.9999808073043823, -0.9999884366989136, 0.9997381567955017, 0.9999840259552002, 0.0, -0.999958872795105, 0.9999839067459106, 0.9999712705612183, 0.9999641180038452, -0.9999890327453613, 0.999941349029541, -0.9999852180480957, 0.9999814033508301, 0.9999796152114868, -0.9999892711639404, -0.999983549118042, 0.9944753050804138, 0.0, -0.9999884366989136, 0.9999836683273315, 0.0, -0.999987006187439, 0.0, -0.99998939037323, 0.0, 0.9999837875366211, 0.0, 0.9999830722808838, 0.9982879757881165, 0.9999836683273315, 0.0, 0.9999837875366211, 0.9999831914901733, -0.9997872710227966, 0.0, 0.9999831914901733, 0.0]	0.21786110976646686	0.8627744816062051	0.7924650345725575	thi_domino_c	thi_000035	fiction
3.0	0.84	0.9615384615384616	0.9285714285714286	0.02608695652173913	0.25217391304347825	0.02608695652173913	0.008695652173913044	0.42857142857142855	0.35714285714285715	0.8888888888888888	0.1111111111111111	0.17307692307692307	5.403846153846154	23.0	5	1.4896104341129706	0.11491103776365102	2.4176623376623376	0.6877507393235144	1.5846501128668171	[0.9999227523803711, -0.5154085159301758, -0.9999861717224121, 0.9999828338623047, 0.0]	0.09690217971801758	0.8023065870982363	0.7030600547790528	thi_kong-adolf-1632	thi_000036	fiction
2.652173913043478	0.69	1.0	0.9565217391304348	0.07211538461538461	0.22115384615384615	0.02403846153846154	0.004807692307692308	0.4782608695652174	0.21739130434782608	1.0	0.0	0.20441988950276244	4.801104972375691	29.714285714285715	7	1.3621440051185292	0.35495659536140395	2.628784517358835	0.679154973258161	1.8566666666666667	[-0.9999880790710449, -0.9999878406524658, 0.0, -0.9993219375610352, -0.9999892711639404, -0.9999890327453613, -0.999985933303833]	-0.8570374420710972	0.34988414607141555	0.8570374420710972	thi_kong-adolf-1632	thi_000039_a	fiction
1.7902097902097902	0.7525	0.8514285714285714	0.7552447552447552	0.08284023668639054	0.21696252465483234	0.01972386587771203	0.007889546351084813	0.5384615384615384	0.1958041958041958	0.9433962264150944	0.05660377358490566	0.15209988649262202	4.725312145289444	30.727272727272727	33	1.4022767875444706	0.5199944754999075	2.6609178588962736	1.018444275003677	2.333044982698962	[0.9999790191650391, 0.0, 0.0, -0.9998483657836914, 0.0, -0.9998568296432495, 0.0, -0.9999830722808838, -0.9999878406524658, -0.9999878406524658, -0.999987006187439, 0.0, 0.0, -0.9999549388885498, -0.9999885559082031, 0.0, -0.99998939037323, 0.0, 0.0, 0.0, -0.9999895095825195, -0.999971866607666, 0.9999665021896362, -0.9999361038208008, 0.0, -0.9999688863754272, -0.9999771118164062, -0.9999895095825195, 0.0, 0.9998419284820557, 0.9999654293060303, -0.9999880790710449, 0.0]	-0.36362581903284247	0.6883210217603004	0.6060350844354341	thi_wscott_a	thi_000039_b	fiction
2.418918918918919	0.7827272727272728	0.7182539682539683	0.6891891891891891	0.069113627489262	0.22217883639203437	0.010933229207340883	0.010933229207340883	0.3310810810810811	0.25675675675675674	0.9391304347826087	0.06086956521739131	0.16524472384373598	4.991019308486753	38.803030303030305	66	1.4125894533819159	0.6553262106582164	2.8763300407989805	1.4733595504185377	2.6146379853095487	[0.0, 0.0, 0.0, 0.0, -0.9999802112579346, -0.9999880790710449, 0.999933123588562, 0.0, -0.999984622001648, 0.0, -0.9999880790710449, -0.9999892711639404, -0.9999812841415405, -0.999988317489624, -0.9999861717224121, -0.7352861762046814, -0.9999896287918091, -0.9999791383743286, -0.9999884366989136, -0.9999865293502808, -0.9999483823776245, -0.9999861717224121, -0.9999885559082031, -0.9988563060760498, -0.9999858140945435, -0.9999879598617554, 0.9997983574867249, -0.9999891519546509, -0.9999886751174927, -0.9999074935913086, -0.9999879598617554, -0.9649955630302429, -0.9999897480010986, -0.9999886751174927, 0.9997788071632385, 0.9999426603317261, 0.9992005228996277, 0.9999213218688965, 0.9990623593330383, -0.9999878406524658, -0.9999891519546509, -0.9980290532112122, 0.9999827146530151, -0.9999881982803345, -0.9999862909317017, -0.9999691247940063, 0.0, -0.9999889135360718, 0.9999411106109619, 0.9999768733978271, -0.9999371767044067, -0.9999268054962158, -0.9999868869781494, 0.0, -0.9999881982803345, 0.9999809265136719, 0.9999821186065674, 0.9999786615371704, 0.9999828338623047, -0.9660517573356628, 0.9999804496765137, -0.9999867677688599, -0.9999892711639404, -0.9997220635414124, 0.9896657466888428, -0.9999722242355347]	-0.3890167808893955	0.8473055928898102	0.8734746168960225	thi_confessions-of-lady-guernsey_a	thi_000052	fiction
2.66	0.7766666666666667	0.8681318681318682	0.86	0.07035175879396985	0.1884422110552764	0.0	0.005025125628140704	0.7	0.06	0.9545454545454546	0.045454545454545456	0.14942528735632185	5.120689655172414	24.875	16	1.285500871609155	0.5303074888057043	2.5697429656867623	0.8733137189456748	2.1436672967863895	[0.9999823570251465, 0.9999788999557495, -0.9999494552612305, -0.9999890327453613, -0.9999891519546509, -0.9999797344207764, 0.0, 0.999948263168335, 0.9999825954437256, 0.9999821186065674, 0.9999806880950928, 0.5802981853485107, 0.0, -0.9999880790710449, 0.0, 0.0]	0.09876610338687897	0.8359190620335509	0.723753035068512	thi_skjønheds-og-sædeligheds-magt	thi_000053	fiction
1.6666666666666667	0.9393939393939394	1.0	1.0	0.10526315789473684	0.18421052631578946	0.05263157894736842	0.02631578947368421	0.5	0.3333333333333333	1.0	0.0	0.21212121212121213	4.9393939393939394	38.0	1	1.680032445949749	0.0	2.393939393939394	0.0	1.0947368421052632	[0.0]				thi_skjønheds-og-sædeligheds-magt	thi_000054	fiction
2.0	1.0	1.0	1.0	0.0	0.14285714285714285	0.0	0.07142857142857142	0.6666666666666666		1.0	0.0	0.08333333333333333	6.083333333333333	14.0	1	0.9828911116036572	0.0	1.8333333333333333	0.0	0.8240740740740741	[-0.9999840259552002]				thi_skjønheds-og-sædeligheds-magt	thi_000055	fiction
2.5977011494252875	0.8116666666666666	0.864516129032258	0.8505747126436781	0.04842931937172775	0.2238219895287958	0.01963350785340314	0.006544502617801047	0.6091954022988506	0.1724137931034483	0.927536231884058	0.07246376811594203	0.15701219512195122	5.057926829268292	29.384615384615383	26	1.3886460058540542	0.4932365149048322	2.377739708294382	1.037400160667731	2.2021660649819497	[-0.9999856948852539, -0.9999878406524658, 0.0, 0.9999833106994629, 0.9999790191650391, 0.0, 0.0, -0.9999829530715942, -0.99998939037323, -0.9999889135360718, 0.0, 0.0, 0.0, 0.0, -0.9999889135360718, 0.9999772310256958, 0.0, -0.9999878406524658, 0.0, -0.9999841451644897, 0.9999380111694336, -0.9999701976776123, -0.9998666048049927, -0.9999803304672241, 0.0, -0.9999896287918091]	-0.3076855723674481	0.7215829122220709	0.6153684625258813	thi_skjønheds-og-sædeligheds-magt	thi_000057_a	fiction
2.6710526315789473	0.8019999999999999	0.8602941176470589	0.8552631578947368	0.049132947976878616	0.2239884393063584	0.01878612716763006	0.0072254335260115606	0.618421052631579	0.19736842105263158	0.9333333333333333	0.06666666666666667	0.16526138279932545	5.042158516020236	31.454545454545453	22	1.414734453421325	0.5116853876650288	2.4586594444533074	1.0818276763403545	2.196011396011396	[0.9999790191650391, 0.0, 0.0, -0.9999829530715942, -0.99998939037323, -0.9999889135360718, 0.0, 0.0, 0.0, 0.0, -0.9999889135360718, 0.9999772310256958, 0.0, -0.9999878406524658, 0.0, -0.9999841451644897, 0.9999380111694336, -0.9999701976776123, -0.9998666048049927, -0.9999803304672241, 0.0, -0.9999896287918091]	-0.3181743025779724	0.6997427733179812	0.5908919627016241	thi_wscott_b	thi_000057_b	fiction
4.416666666666667	0.8	0.9736842105263158	1.0	0.013888888888888888	0.19444444444444445	0.041666666666666664	0.0	0.5	0.25	1.0	0.0	0.17073170731707318	5.699186991869919	36.0	4	2.110767838942222	0.3822279586876101	2.497976588628762	1.4482761896049794	1.7381889763779528	[-0.9999874830245972, 0.0, -0.9999892711639404, 0.0]	-0.4999941885471344	0.4999941885475341	0.4999941885471344	thi_wscott_b	thi_000058	fiction
4.35	0.49666666666666665	0.47586206896551725	0.425	0.020876826722338204	0.18580375782881003	0.0	0.0020876826722338203	0.025	0.725	0.20512820512820512	0.7948717948717948	0.14321608040201006	5.291457286432161	19.16	25	1.4703915458083274	0.26332371471951443	1.9620844815687395	0.5966098921168702	3.1621621621621623	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0.0	0.0	0.0		thi_000064	non-fiction
2.436548223350254	0.7821428571428573	0.7252124645892352	0.6548223350253807	0.04437689969604863	0.2194528875379939	0.011550151975683891	0.01276595744680851	0.17258883248730963	0.4619289340101523	0.9041916167664671	0.09580838323353294	0.16354816354816354	5.018018018018018	37.38636363636363	44	1.4960957527283971	0.6140669142383981	2.6233731130219224	1.2736779977593813	2.608695652173913	[0.0, 0.9997044205665588, 0.9999806880950928, -0.9992817044258118, 0.9999654293060303, 0.0, 0.9999812841415405, 0.0, -0.9999799728393555, 0.9999810457229614, -0.999971866607666, -0.9999520778656006, -0.9999884366989136, -0.9999752044677734, -0.9999855756759644, -0.9999850988388062, 0.0, -0.9999891519546509, -0.9999493360519409, -0.99998939037323, -0.9999884366989136, -0.9999828338623047, -0.9999868869781494, -0.9999809265136719, 0.0, -0.9999895095825195, -0.9999884366989136, -0.9999730587005615, 0.0, -0.99998939037323, 0.0, 0.0, -0.9999847412109375, -0.9999887943267822, -0.9999892711639404, -0.9999822378158569, -0.9999891519546509, -0.9999891519546509, -0.9999866485595703, -0.9999715089797974, -0.9994408488273621, 0.0, 0.0, 0.0]	-0.5226962905038487	0.6904284544718164	0.749951420859857		thi_000071	non-fiction
2.454225352112676	0.8009999999999998	0.6974248927038627	0.7429577464788732	0.06890536415176625	0.19188835586567815	0.009594417793283908	0.004797208896641954	0.5950704225352113	0.1619718309859155	0.954337899543379	0.045662100456621	0.19602977667493796	4.9895781637717125	32.75714285714286	70	1.3091173083163348	0.5639007043765717	2.8186662607206254	1.1232785168125128	2.4998344918901028	[0.0, 0.9999827146530151, -0.9603388905525208, -0.9978393316268921, -0.9999496936798096, -0.9999856948852539, -0.9999843835830688, -0.9999884366989136, 0.0, 0.9999830722808838, 0.999980092048645, -0.7464939951896667, 0.0, 0.0, 0.0, -0.9999895095825195, 0.0, -0.99998939037323, 0.9999831914901733, -0.9999874830245972, -0.9973031282424927, 0.9999833106994629, 0.9999818801879883, -0.9985563158988953, -0.9999889135360718, -0.9999692440032959, 0.9992133378982544, 0.9999822378158569, 0.9999769926071167, -0.9999871253967285, 0.9999836683273315, 0.0, 0.0, -0.9999861717224121, -0.9999840259552002, 0.9999836683273315, 0.9999822378158569, 0.0, 0.9999821186065674, 0.9999837875366211, 0.9999816417694092, -0.9999862909317017, 0.9999657869338989, 0.9999839067459106, 0.9999834299087524, 0.9999812841415405, 0.0, 0.9999819993972778, 0.9999828338623047, 0.9999815225601196, 0.0, 0.0, -0.9999613761901855, 0.999983549118042, 0.9999830722808838, 0.9999837875366211, -0.9999852180480957, -0.9999790191650391, 0.9967447519302368, 0.999981164932251, -0.999902606010437, -0.9999889135360718, 0.0, 0.9999808073043823, -0.9999896287918091, 0.9804705381393433, 0.9999830722808838, 0.9999810457229614, 0.9999831914901733, 0.0]	0.11822549871035985	0.8818800139818214	0.7953716354710715	thi_redningen-novelle_a	thi_000072_a	fiction
2.6666666666666665	0.8688524590163934	0.9444444444444444	1.0	0.07246376811594203	0.13043478260869565	0.014492753623188406	0.014492753623188406	0.6666666666666666	0.2222222222222222	1.0	0.0	0.16393442622950818	4.983606557377049	23.0	3	1.5086997280479053	0.22097184762568767	2.384004884004884	0.34459609481727793	1.4212454212454213	[0.0, 0.0, -0.9999896287918091]	-0.33332987626393634	0.47139963175660443	0.33332987626393634		thi_000073	non-fiction
1.9375	0.72	0.9375	0.9375	0.05084745762711865	0.2033898305084746	0.0	0.01694915254237288	0.5625	0.125	0.8181818181818182	0.18181818181818182	0.16	4.68	29.5	4	1.6890182693396527	0.4655768721835902	2.735996846290964	0.3437154000186572	1.623342175066313	[0.9998089671134949, 0.0, 0.0, 0.9998995065689087]	0.4999271184206009	0.4999271194454244	0.4999271184206009		thi_000080	non-fiction
4.473684210526316	0.77	0.7413793103448276	0.9473684210526315	0.0311284046692607	0.19844357976653695	0.01556420233463035	0.011673151750972763	0.5263157894736842	0.2631578947368421	0.8666666666666667	0.13333333333333333	0.2318181818181818	4.963636363636364	25.7	10	1.3856468827660817	0.5494176272922496	2.150165351687091	1.296050577143164	1.9316005471956224	[-0.8039116263389587, 0.0, 0.0, 0.0, -0.9999897480010986, -0.9999876022338867, 0.0, -0.9999845027923584, -0.9998631477355957, 0.0]	-0.48037366271018983	0.48356337386740844	0.48037366271018983		thi_000087	non-fiction
2.918032786885246	0.742	0.7247706422018348	0.8360655737704918	0.026223776223776224	0.2534965034965035	0.01048951048951049	0.015734265734265736	0.4426229508196721	0.26229508196721313	0.775	0.225	0.20553359683794467	4.946640316205533	35.75	16	1.272233656149506	0.5319653750015445	2.5945150229527925	0.8237101275942629	2.2705798138869007	[0.0, -0.999988317489624, 0.9984266757965088, -0.9999895095825195, -0.9994739890098572, -0.99988853931427, 0.0, -0.9997181296348572, -0.9999896287918091, -0.999911904335022, -0.9999121427536011, -0.9999717473983765, 0.0, 0.9997135996818542, -0.9999803304672241, 0.0]	-0.5000427477061749	0.7068083182045124	0.7498102821409702		thi_000089_a	non-fiction
